Word;--;Document;--;Sentence
likely;--;doc4.txt;--;And we also know that the more people there are on the government payroll, the more likely it is that someone will be encouraged to take a bribe.
likely;--;doc6.txt;--;Some weapons experts believe that terrorists are likely to find enough fissile material to build a bomb in the next ten years - and we can imagine with horror what the world will be like if they succeed.
likely;--;doc5.txt;--;Rather, the question is what strategies, imperfect though they may be, are most likely to achieve the best outcome in Iraq, one that will ultimately put us on a more effective course to deal with international terrorism, nuclear proliferation, and other critical threats to our security.
kinder;--;doc3.txt;--;Our time to leave our children a country that is freer and kinder, more prosperous and more just than the place we grew up.
opportunity;--;doc4.txt;--;We have the opportunity to muster the courage to fulfill the promise of our forefathers and lead our great nations towards a better future.
opportunity;--;doc1.txt;--;I want to win that next battle - for justice and opportunity.
opportunity;--;doc3.txt;--;So let it be said that we are the party of opportunity.
opportunity;--;doc2.txt;--;It should ensure opportunity not just for those with the most money and influence, but for every American who's willing to work.
deadliest;--;doc1.txt;--;I've worked with Republican Senator Dick Lugar to pass a law that will secure and destroy some of the world's deadliest, unguarded weapons.
deadliest;--;doc6.txt;--;Of course, Dick has been there and he has done that, and thanks to the Cooperative Threat Reduction Programs he co-founded with Senator Sam Nunn, we've made amazing progress in finding, securing, and guarding some of the deadliest weapons that were left scattered throughout the former Soviet Union after the Cold War.
engagement;--;doc6.txt;--;And it means more sustained engagement, including more senior-level visits to Nunn-Lugar program sites.
engagement;--;doc5.txt;--;In each case, what has been required to meet the challenges we face has been good judgment and clear vision from our leaders, and a fundamental seriousness and engagement on the part of the American people ?
system;--;doc4.txt;--;Clarifying these rules and focusing resources on building a judicial system that can enforce them and resolve disputes should be a primary goal of any government suffering from corruption.
system;--;doc1.txt;--;We can set up a system for capping greenhouse gases.
system;--;doc3.txt;--;The party that won't just throw a few tax breaks at families who can't afford their insurance, but modernizes our health care system and gives every family a chance to buy insurance at a price they can afford.
failed;--;doc3.txt;--;Enough of the failed leadership.
failed;--;doc2.txt;--;But the failure to respond is a direct result of a broken politics in Washington and the failed policies of George W. Bush.
anyone;--;doc3.txt;--;Don't let anyone tell you we don't know what we stand for and don't doubt it yourselves.
anyone;--;doc2.txt;--;Passions fly on immigration, but I don't know anyone who benefits when a mother is separated from her infant child or an employer undercuts American wages by hiring illegal workers.
comes;--;doc4.txt;--;Endemic corruption opens the door to this kind of movement, and in its wake comes a new set of distortions and betrayals of public trust.
comes;--;doc3.txt;--;And with this new world comes new risks and new dangers.
comes;--;doc2.txt;--;Change comes to Washington.
explains;--;doc4.txt;--;So what explains this?
explains;--;doc2.txt;--;This country is more generous than one where a man in Indiana has to pack up the equipment he's worked on for twenty years and watch it shipped off to China, and then chokes up as he explains how he felt like a failure when he went home to tell his family the news.
compromise;--;doc1.txt;--;It was here we learned to disagree without being disagreeable - that it's possible to compromise so long as you know those principles that can never be compromised; and that so long as we're willing to listen to each other, we can assume the best in people instead of the worst.
compromise;--;doc5.txt;--;We cannot compromise the safety of our troops, and we should be willing to adjust to realities on the ground.
allows;--;doc3.txt;--;It allows us to say to the child who didn't have the foresight to choose the right parents or be born in the right suburb - pick yourself up by your bootstraps.
lobbyists;--;doc1.txt;--;But too many times, after the election is over, and the confetti is swept away, all those promises fade from memory, and the lobbyists and the special interests move in, and people turn away, disappointed as before, left to struggle on their own.
lobbyists;--;doc2.txt;--;I've seen it in Washington, when we worked across party lines to open up government and hold lobbyists more accountable, to give better care for our veterans and keep nuclear weapons out of terrorist hands.
hundred;--;doc2.txt;--;How else could he propose hundreds of billions in tax breaks for big corporations and oil companies but not one penny of tax relief to more than one hundred million Americans?
john;--;doc4.txt;--;The world knows the names of Wangari Maathai and John Githongo, who are fighting against the insidious corruption that has weakened Kenya.
john;--;doc5.txt;--;A year in which well-respected Republicans like John Warner, former Administration officials like Colin Powell, generals who have served in Iraq, and intelligence experts have all said that what we are doing is not working.
john;--;doc2.txt;--;So I've got news for you, John McCain.
final;--;doc6.txt;--;"Let us not be blind to our differences--but let us also direct attention to our common interests and to the means by which those differences can be resolved...For in the final analysis, our most basic common link is that we all inhabit this small planet.
final;--;doc5.txt;--;The final lesson is that in an interconnected world, the defeat of international terrorism ?
friend;--;doc4.txt;--;I wish all of you luck in finding this courage in the days and months to come, and I want you to know that as your ally, your friend, and your brother, I will be there to help in any way I can.
friend;--;doc3.txt;--;Another girl, Mireya, listened as her friend told this story.
friend;--;doc2.txt;--;To Chairman Dean and my great friend Dick Durbin; and to all my fellow citizens of this great nation;With profound gratitude and great humility, I accept your nomination for the presidency of the United States.
listen;--;doc1.txt;--;It was here we learned to disagree without being disagreeable - that it's possible to compromise so long as you know those principles that can never be compromised; and that so long as we're willing to listen to each other, we can assume the best in people instead of the worst.
listen;--;doc3.txt;--;And after consulting with these higher powers, I threw my hat in the ring and I did what every person on a campaign does - I talked to anyone who'd listen.
listen;--;doc5.txt;--;It’s time that we listen to their concerns and win back their trust.
listen;--;doc2.txt;--;When I listen to another worker tell me that his factory has shut down, I remember all those men and women on the South Side of Chicago who I stood by and fought for two decades ago after the local steel plant closed.
interests;--;doc4.txt;--;And the way to create good jobs is when the rules of a society are transparent - when there's a clear and advertised set of laws and regulations regarding how to start a business, what it takes to own property, how to go about getting a loan - there is less of a chance that some corrupt bureaucrat will make up his own rules that suit only his interests.
interests;--;doc1.txt;--;But too many times, after the election is over, and the confetti is swept away, all those promises fade from memory, and the lobbyists and the special interests move in, and people turn away, disappointed as before, left to struggle on their own.
interests;--;doc6.txt;--;"Let us not be blind to our differences--but let us also direct attention to our common interests and to the means by which those differences can be resolved...For in the final analysis, our most basic common link is that we all inhabit this small planet.
interests;--;doc5.txt;--;a strategy no longer driven by ideology and politics, but one that is based on a realistic assessment of the sobering facts on the ground and our interests in the region.
passed;--;doc1.txt;--;That's why we made the tax system more fair and just for working families, and that's why we passed ethics reforms that the cynics said could never, ever be passed.
passed;--;doc2.txt;--;And when I hear a woman talk about the difficulties of starting her own business, I think about my grandmother, who worked her way up from the secretarial pool to middle-management, despite years of being passed over for promotions because she was a woman.
relationship;--;doc6.txt;--;One way we could strengthen this relationship is by thinking about the Russians as more of a partner and less of a subordinate in the Cooperative Threat Reduction effort.
behind;--;doc4.txt;--;It's more than just history and outside influences that explain why Kenya lags behind.
behind;--;doc6.txt;--;But because of the size, secrecy, and scope of the Soviet biological weapons program, we are still dangerously behind in dealing with this proliferation threat.
behind;--;doc5.txt;--;that the rationale behind the war itself was misguided.
exactly;--;doc3.txt;--;It's that it's doing exactly what it's supposed to do.
exactly;--;doc2.txt;--;And now is the time to keep the promise of equal pay for an equal day's work, because I want my daughters to have exactly the same opportunities as your sons.
serve;--;doc1.txt;--;We can turn this crisis of global warming into a moment of opportunity for innovation, and job creation, and an incentive for businesses that will serve as a model for the world.
serve;--;doc2.txt;--;The men and women who serve in our battlefields may be Democrats and Republicans and Independents, but they have fought together and bled together and some died together under the same proud flag.
took;--;doc4.txt;--;I slept on the couch of my sister's apartment, not a fancy hotel, and often took my meals at a small tea-house in downtown Nairobi.
took;--;doc1.txt;--;My work took me to some of Chicago's poorest neighborhoods.
took;--;doc5.txt;--;And this has been true for those of us who looked on the rubble and ashes of 9/11, and made a solemn pledge that such an atrocity would never again happen on United States soil; that we would do whatever it took to hunt down those responsible, and use every tool at our disposal ?
took;--;doc2.txt;--;And today, we import triple the amount of oil as the day that Senator McCain took office.
resulted;--;doc4.txt;--;Among other things, this recognition resulted in the coalition that came to power in the December elections of 2002.
part;--;doc4.txt;--;By rejecting the insulting idea that corruption is somehow a part of Kenyan culture, these heroes reveal the very opposite - they reveal a strength and integrity of character that can build a great country, a great future.
part;--;doc1.txt;--;And I accepted the job, sight unseen, motivated then by a single, simple, powerful idea - that I might play a small part in building a better America.
part;--;doc6.txt;--;For my part, I would suggest three important elements that should be included in such a discussion.
part;--;doc5.txt;--;The third part of our strategy should be to link continued economic aid in Iraq with the existence of tangible progress toward a political settlement.
part;--;doc2.txt;--;This too is part of America's promise - the promise of a democracy where we can find the strength and grace to bridge divides and unite in common effort.
focusing;--;doc4.txt;--;By focusing on building strong, independent institutions - like an anti-corruption commission with real authority - rather than cults of personality, they make a contribution to their country that will last longer than their own lives.
focusing;--;doc1.txt;--;We can control costs by focusing on prevention, by providing better treatment to the chronically ill, and using technology to cut the bureaucracy.
uranium;--;doc6.txt;--;Many of these aging research facilities have the largest, least secure quantities of highly enriched uranium in the world - the quickest way to a nuclear weapon.
believe;--;doc4.txt;--;As a Senator from the United States, I believe that my country, and other nations, have an obligation and self-interest in being full partners with Kenya and with Africa.
believe;--;doc3.txt;--;We are here tonight because we believe that in this country, we have it within our power to say "yes" to those questions - to forge our own destiny - to begin the world anew.
believe;--;doc5.txt;--;And so going forward, I believe there are strategic lessons to be learned from this as we continue to confront the new threats of this new century.
believe;--;doc2.txt;--;I believe that as hard as it will be, the change we need is coming.
believe;--;doc1.txt;--;All of us running for president will travel around the country offering ten-point plans and making grand speeches; all of us will trumpet those qualities we believe make us uniquely qualified to lead the country.
believe;--;doc6.txt;--;Some weapons experts believe that terrorists are likely to find enough fissile material to build a bomb in the next ten years - and we can imagine with horror what the world will be like if they succeed.
obama;--;doc3.txt;--;And everywhere I went I'd get two questions:First, they'd ask, "Where'd you get that funny name, Barack Obama?"
obama;--;doc2.txt;--;To the love of my life, our next First Lady, Michelle Obama, and to Sasha and Malia - I love you so much, and I'm so proud of all of you.
begins;--;doc1.txt;--;Let us be the generation that begins this work.
begins;--;doc5.txt;--;The first part of this strategy begins by exerting the greatest leverage we have on the Iraqi government ?
preacher;--;doc2.txt;--;"We cannot walk alone," the preacher cried.
kind;--;doc4.txt;--;Endemic corruption opens the door to this kind of movement, and in its wake comes a new set of distortions and betrayals of public trust.
kind;--;doc5.txt;--;This kind of realism has been missing since the very conception of this war, and it is what led me to publicly oppose it in 2002.
kind;--;doc2.txt;--;If you don't, you'll be able to get the same kind of coverage that members of Congress give themselves.
anxiety;--;doc1.txt;--;For the last six years we've been told that our mounting debts don't matter, we've been told that the anxiety Americans feel about rising health care costs and stagnant wages are an illusion, we've been told that climate change is a hoax, and that tough talk and an ill-conceived war can replace diplomacy, and strategy, and foresight.
anxiety;--;doc3.txt;--;It's a time where you can go to any town hall or street corner or coffee shop and hear people express the same anxiety about the future; hear them convey the same uncertainty about the direction we're headed as a country.
anxiety;--;doc2.txt;--;And when one of his chief advisors - the man who wrote his economic plan - was talking about the anxiety Americans are feeling, he said that we were just suffering from a "mental recession," and that we've become, and I quote, "a nation of whiners."
effective;--;doc6.txt;--;Besides the devastation they can cause to a civilian population, biological agents can also be effective in asymmetrical warfare against U.S. troops.
effective;--;doc5.txt;--;The second part of our strategy should be to couple this phased redeployment with a more effective plan that puts the Iraqi security forces in the lead, intensifies and focuses our efforts to train those forces, and expands the numbers of our personnel ?
showed;--;doc4.txt;--;In fact, one recent survey showed that corruption in Kenya costs local firms 6% of their revenues, the difference between good-paying jobs in Kenya or somewhere else.
showed;--;doc5.txt;--;9/11 showed us that try as we might to ignore the rest of the world, our enemies will no longer ignore us.
travels;--;doc3.txt;--;A while ago, I was reading through Jonathan Kozol's new book, Shame of a Nation, which tells of his travels to underprivileged schools across America.
travels;--;doc5.txt;--;In my travels to Africa, I have seen weak governments and broken societies that can be exploited by al Qaeda.
require;--;doc6.txt;--;The answers to these questions will require sustained involvement by the Executive Branch, Congress, non-governmental organizations, and the international community.
require;--;doc5.txt;--;and most importantly, the prevention of these terrorist organizations from obtaining weapons of mass destruction -- will require the cooperation of many nations.
require;--;doc2.txt;--;The challenges we face require tough choices, and Democrats as well as Republicans will need to cast off the worn-out ideas and politics of the past.
immigrants;--;doc1.txt;--;We're distracted from our real failures, and told to blame the other party, or gay people, or immigrants.
immigrants;--;doc3.txt;--;How she saw unions rise up and a middle-class prosper, and watched immigrants leave distant shores in search of an idea known as America.
immigrants;--;doc2.txt;--;It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot.
diplomatic;--;doc5.txt;--;But we should know that our success in doing so is enhanced by engaging our allies so that we receive the crucial diplomatic, military, intelligence, and financial support that can lighten our load and add legitimacy to our actions.
recruit;--;doc1.txt;--;Let's recruit a new army of teachers, and give them better pay and more support in exchange for more accountability.
recruit;--;doc6.txt;--;We've heard the horror stories - attempts by rogue states to recruit former Soviet weapons scientists; terrorists shopping for weapons grade materials on the black market.
recruit;--;doc5.txt;--;And a report by our own intelligence agencies has concluded that al Qaeda is successfully using the war in Iraq to recruit a new generation of terrorists for its war on America.
recruit;--;doc2.txt;--;I'll recruit an army of new teachers, and pay them higher salaries and give them more support.
nations;--;doc4.txt;--;We have the opportunity to muster the courage to fulfill the promise of our forefathers and lead our great nations towards a better future.
nations;--;doc5.txt;--;and most importantly, the prevention of these terrorist organizations from obtaining weapons of mass destruction -- will require the cooperation of many nations.
sunni;--;doc1.txt;--;Letting the Iraqis know that we will not be there forever is our last, best hope to pressure the Sunni and Shia to come to the table and find peace.
sunni;--;doc5.txt;--;And all the troops in the world won’t be able to force Shia, Sunni, and Kurd to sit down at a table, resolve their differences, and forge a lasting peace.
matter;--;doc4.txt;--;And on a more personal level, because he never fully reconciled the traditions of his village with more modern conceptions of family - because he related to women as his father had, expecting them to obey him no matter what he did - his family life was unstable, and his children never knew him well.
matter;--;doc1.txt;--;For the last six years we've been told that our mounting debts don't matter, we've been told that the anxiety Americans feel about rising health care costs and stagnant wages are an illusion, we've been told that climate change is a hoax, and that tough talk and an ill-conceived war can replace diplomacy, and strategy, and foresight.
matter;--;doc5.txt;--;In the absence of a genuine commitment on the part of all of the factions in Iraq to deal with this issue, it is doubtful that a unified Iraqi government can function for long, and it is doubtful that U.S. forces, no matter how large, can prevent an escalation of widespread sectarian killing.
future;--;doc4.txt;--;We have the opportunity to muster the courage to fulfill the promise of our forefathers and lead our great nations towards a better future.
future;--;doc1.txt;--;And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.
future;--;doc6.txt;--;We all cherish our children's future.
future;--;doc3.txt;--;It's a time where you can go to any town hall or street corner or coffee shop and hear people express the same anxiety about the future; hear them convey the same uncertainty about the direction we're headed as a country.
future;--;doc2.txt;--;At this moment, in this election, we must pledge once more to march into the future.
supposed;--;doc3.txt;--;It's that it's doing exactly what it's supposed to do.
supposed;--;doc5.txt;--;a conflict that has only increased the terrorist threat it was supposed to help contain.
outcome;--;doc5.txt;--;Finally, we have to realize that the entire Middle East has an enormous stake in the outcome of Iraq, and we must engage neighboring countries in finding a solution.
members;--;doc6.txt;--;And as we speak, members of Al Qaeda and other terrorists organizations are aggressively pursuing weapons of mass destruction, which they would use without hesitation.
members;--;doc2.txt;--;If you don't, you'll be able to get the same kind of coverage that members of Congress give themselves.
russia;--;doc6.txt;--;But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.
conflicts;--;doc6.txt;--;But we've all seen how it could take far less time for these weapons to leak out and travel around the world, fueling insurgencies and violent conflicts from Africa to Afghanistan.
conflicts;--;doc2.txt;--;I will rebuild our military to meet future conflicts.
willingness;--;doc4.txt;--;Willingness to report corruption is increasingly significantly in Kenya.
willingness;--;doc5.txt;--;a willingness on the part of each of us to look past what is petty and small and sensational, and look ahead to what is necessary and purposeful.
border;--;doc4.txt;--;Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.
border;--;doc6.txt;--;As the Avian Influenza outbreak demonstrates, even the zealous Russian border guard is helpless against the global sweep of biological threats.
strengthen;--;doc4.txt;--;It is painfully obvious that corruption stifles development - it siphons off scarce resources that could improve infrastructure, bolster education systems, and strengthen public health.
strengthen;--;doc6.txt;--;One way we could strengthen this relationship is by thinking about the Russians as more of a partner and less of a subordinate in the Cooperative Threat Reduction effort.
pass;--;doc1.txt;--;But all of this cannot come to pass until we bring an end to this war in Iraq.
pass;--;doc5.txt;--;That policy-by-slogan will no longer pass as an acceptable form of debate in this country.
mind;--;doc4.txt;--;His ideas about how Kenya should progress often put him at odds with the politics of tribe and patronage, and because he spoke his mind, sometimes to a fault, he ended up being fired from his job and prevented from finding work in the country for many, many years.
mind;--;doc1.txt;--;It was with these ideas in mind that I arrived in this capital city as a state Senator.
mind;--;doc5.txt;--;According to a Pew survey, 42% of Americans now agree with the statement that the U.S. should "mind its own business internationally and let other countries get along the best they can on their own.”We cannot afford to be a country of isolationists right now.
mind;--;doc2.txt;--;Four years ago, I stood before you and told you my story - of the brief union between a young man from Kenya and a young woman from Kansas who weren't well-off or well-known, but shared a belief that in America, their son could achieve whatever he put his mind to.
tonight;--;doc3.txt;--;We are here tonight because we believe that in this country, we have it within our power to say "yes" to those questions - to forge our own destiny - to begin the world anew.
tonight;--;doc2.txt;--;But I stand before you tonight because all across America something is stirring.
talking;--;doc3.txt;--;We just didn't know he was talking about this one.
talking;--;doc5.txt;--;This means talking to our friends and, at times, even our enemies.
talking;--;doc2.txt;--;You don't protect Israel and deter Iran just by talking tough in Washington.
say;--;doc1.txt;--;As Lincoln organized the forces arrayed against slavery, he was heard to say: "Of strange, discordant, and even hostile elements, we gathered from the four winds, and formed and fought to battle through."
say;--;doc6.txt;--;But thinking of the Russians more as partners does mean being more thoughtful, respectful, and consistent about what we say and what we do.
say;--;doc3.txt;--;They can say that this was the time when America learned to dream again.
say;--;doc5.txt;--;I refuse to accept the possibility that I will have to come back a year from now and say the same thing.
say;--;doc2.txt;--;John McCain likes to say that he'll follow bin Laden to the Gates of Hell - but he won't even go to the cave where he lives.
substantial;--;doc5.txt;--;But only if U.S. commanders think such a force would be effective; if there is substantial movement towards a political solution among Iraqi factions; if the Iraqi government showed a serious commitment to disbanding the militias; and if the Iraqi government asked us ?
close;--;doc1.txt;--;I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.
close;--;doc2.txt;--;Not even close.
need;--;doc1.txt;--;Let us honor their valor by providing the care they need and rebuilding the military they love.
need;--;doc6.txt;--;And we need to work together to obtain a bilateral agreement on biological threat reduction.
need;--;doc3.txt;--;I don't need to sew to go to college.
need;--;doc5.txt;--;And so we need to maintain a strong foreign policy, relentless in pursuing our enemies and hopeful in promoting our values around the world.
need;--;doc2.txt;--;I believe that as hard as it will be, the change we need is coming.
seen;--;doc4.txt;--;Some of the worst actors on the international stage can also take advantage of the collective exhaustion and outrage that people feel with official corruption, as we've seen with Islamic extremists who promise purification, but deliver totalitarianism.
seen;--;doc6.txt;--;But lately we haven't seen many of these visits.
seen;--;doc3.txt;--;We've seen our children leave for Iraq and terrorists threaten to finish the job they started on 9/11.
seen;--;doc5.txt;--;And on a trip to the former Soviet Union, I have seen the biological and nuclear weapons terrorists could easily steal while the world looks the other way.
seen;--;doc2.txt;--;Instead, it is that American spirit - that American promise - that pushes us forward even when the path is uncertain; that binds us together in spite of our differences; that makes us fix our eye not on what is seen, but what is unseen, that better place around the bend.
seem;--;doc4.txt;--;I know that honoring their memory and making that freedom real may seem like an impossible task - an effort bigger than you can imagine - but sometimes all it takes to move us there is doing what little you can to right the wrongs you see.
seem;--;doc3.txt;--;And the second thing people would ask me was, "You seem like a nice young man.
seem;--;doc2.txt;--;When Washington doesn't work, all its promises seem empty.
saw;--;doc1.txt;--;It was here, in Springfield, where I saw all that is America converge - farmers and teachers, businessmen and laborers, all of them with a story to tell, all of them seeking a seat at the table, all of them clamoring to be heard.
saw;--;doc6.txt;--;I also saw their ability to ensure that shortcomings were addressed and programs were implemented correctly.
saw;--;doc3.txt;--;And she saw people lining up to vote for the first time - and she got in that line - and she never forgot it.
saw;--;doc2.txt;--;We measure progress in the 23 million new jobs that were created when Bill Clinton was President - when the average American family saw its income go up $7,500 instead of down $2,000 like it has under George Bush.
tells;--;doc1.txt;--;He tells us that there is power in hope.
tells;--;doc3.txt;--;At one point, Kozol tells about his trip to Fremont High School in Los Angeles, where he met a girl who tells him that she'd taken hairdressing twice, because there were actually two different levels offered by the high school.
pathogen;--;doc6.txt;--;Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures.
prosperity;--;doc4.txt;--;And, I will do my part to shape an intelligent foreign policy that promotes peace and prosperity.
prosperity;--;doc1.txt;--;And as our economy changes, let's be the generation that ensures our nation's workers are sharing in our prosperity.
prosperity;--;doc2.txt;--;For over two decades, he's subscribed to that old, discredited Republican philosophy - give more and more to those with the most and hope that prosperity trickles down to everyone else.
strength;--;doc4.txt;--;By rejecting the insulting idea that corruption is somehow a part of Kenyan culture, these heroes reveal the very opposite - they reveal a strength and integrity of character that can build a great country, a great future.
strength;--;doc3.txt;--;Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances.
strength;--;doc2.txt;--;This too is part of America's promise - the promise of a democracy where we can find the strength and grace to bridge divides and unite in common effort.
built;--;doc5.txt;--;cannot be built overnight, and they cannot be built at the end of a barrel of a gun.
built;--;doc2.txt;--;The Bush-McCain foreign policy has squandered the legacy that generations of Americans -- Democrats and Republicans - have built, and we are here to restore that legacy.
russians;--;doc6.txt;--;It means that the Russians can and should do more to support these programs.
laden;--;doc2.txt;--;John McCain likes to say that he'll follow bin Laden to the Gates of Hell - but he won't even go to the cave where he lives.
check;--;doc6.txt;--;It's important for senior officials to go and visit these sites, to check their progress and shortcomings; to see what's working and what's not.
check;--;doc3.txt;--;And let it be said that we are the party of open, honest government that doesn't peddle the agenda of whichever lobbyist or special interest can write the biggest check.
wages;--;doc1.txt;--;For the last six years we've been told that our mounting debts don't matter, we've been told that the anxiety Americans feel about rising health care costs and stagnant wages are an illusion, we've been told that climate change is a hoax, and that tough talk and an ill-conceived war can replace diplomacy, and strategy, and foresight.
wages;--;doc2.txt;--;Passions fly on immigration, but I don't know anyone who benefits when a mother is separated from her infant child or an employer undercuts American wages by hiring illegal workers.
responsible;--;doc5.txt;--;And this has been true for those of us who looked on the rubble and ashes of 9/11, and made a solemn pledge that such an atrocity would never again happen on United States soil; that we would do whatever it took to hunt down those responsible, and use every tool at our disposal ?
responsible;--;doc2.txt;--;That's the promise of America - the idea that we are responsible for ourselves, but that we also rise or fall as one nation; the fundamental belief that I am my brother's keeper; I am my sister's keeper.
able;--;doc1.txt;--;Every single person willing to work should be able to get job training that leads to a job, and earn a living wage that can pay the bills, and afford child care so their kids have a safe place to go when they work.
able;--;doc6.txt;--;And the Kiev story is heading in the right direction - while we were in Ukraine, Dick, through his tireless and personal intervention, was able to achieve a breakthrough with that government, bringing that facility and others under the Cooperative Threat Reduction program.
able;--;doc5.txt;--;And all the troops in the world won’t be able to force Shia, Sunni, and Kurd to sit down at a table, resolve their differences, and forge a lasting peace.
able;--;doc2.txt;--;If you don't, you'll be able to get the same kind of coverage that members of Congress give themselves.
ideas;--;doc4.txt;--;It stacks the deck so high against entrepreneurs that they cannot get their job-creating ideas off the ground.
ideas;--;doc1.txt;--;It was with these ideas in mind that I arrived in this capital city as a state Senator.
ideas;--;doc5.txt;--;What is absolutely clear is that it is not enough for the President to respond to Iraq’s reality by saying that he is “open to” or “interested in” new ideas while acting as if all that’s required is doing more of the same.
ideas;--;doc2.txt;--;Change happens because the American people demand it - because they rise up and insist on new ideas and new leadership, a new politics for a new time.
ohio;--;doc2.txt;--;The reality of gun ownership may be different for hunters in rural Ohio than for those plagued by gang-violence in Cleveland, but don't tell me we can't uphold the Second Amendment while keeping AK-47s out of the hands of criminals.
also;--;doc4.txt;--;And we also know that the more people there are on the government payroll, the more likely it is that someone will be encouraged to take a bribe.
also;--;doc3.txt;--;That we have individual responsibility, but we also have collective responsibility to each other.
also;--;doc5.txt;--;The second lesson is that in any conflict, it is not enough to simply plan for war; you must also plan for success.
also;--;doc2.txt;--;What has also been lost is our sense of common purpose - our sense of higher purpose.
also;--;doc1.txt;--;But let us also understand that ultimate victory against our enemies will come only by rebuilding our alliances and exporting those ideals that bring hope and opportunity to millions around the globe.
also;--;doc6.txt;--;"Let us not be blind to our differences--but let us also direct attention to our common interests and to the means by which those differences can be resolved...For in the final analysis, our most basic common link is that we all inhabit this small planet.
drive;--;doc2.txt;--;It's a promise that says the market should reward drive and innovation and generate growth, but that businesses should live up to their responsibilities to create American jobs, look out for American workers, and play by the rules of the road.
materials;--;doc6.txt;--;On our trip, we saw two areas where this is possible: elimination of heavy conventional weapons, and interdiction efforts to help stop the flow of dangerous materials across borders.
grew;--;doc3.txt;--;Our time to leave our children a country that is freer and kinder, more prosperous and more just than the place we grew up.
take;--;doc4.txt;--;And we also know that the more people there are on the government payroll, the more likely it is that someone will be encouraged to take a bribe.
take;--;doc3.txt;--;When asked what was wrong, she said, "I don't want to take hairdressing.
take;--;doc5.txt;--;The Chairman of the Joint Chiefs recently said that if a conflict arose in North Korea, we’d have to largely rely on the Navy and Air Force to take care of it, since the Army and Marines are engaged elsewhere.
take;--;doc2.txt;--;I've seen it in the workers who would rather cut their hours back a day than see their friends lose their jobs, in the soldiers who re-enlist after losing a limb, in the good neighbors who take a stranger in when a hurricane strikes and the floodwaters rise.
take;--;doc1.txt;--;And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.
take;--;doc6.txt;--;But we've all seen how it could take far less time for these weapons to leak out and travel around the world, fueling insurgencies and violent conflicts from Africa to Afghanistan.
forces;--;doc4.txt;--;Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.
forces;--;doc1.txt;--;As Lincoln organized the forces arrayed against slavery, he was heard to say: "Of strange, discordant, and even hostile elements, we gathered from the four winds, and formed and fought to battle through."
forces;--;doc6.txt;--;Our detention for three hours in Perm is a testament to these forces.
forces;--;doc3.txt;--;Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances.
forces;--;doc5.txt;--;We should also make it clear that, even after we begin to drawdown forces, we will still work with our allies in the region to combat international terrorism and prevent the spread of weapons of mass destruction.
finding;--;doc4.txt;--;I wish all of you luck in finding this courage in the days and months to come, and I want you to know that as your ally, your friend, and your brother, I will be there to help in any way I can.
finding;--;doc6.txt;--;Of course, Dick has been there and he has done that, and thanks to the Cooperative Threat Reduction Programs he co-founded with Senator Sam Nunn, we've made amazing progress in finding, securing, and guarding some of the deadliest weapons that were left scattered throughout the former Soviet Union after the Cold War.
finding;--;doc5.txt;--;Finally, we have to realize that the entire Middle East has an enormous stake in the outcome of Iraq, and we must engage neighboring countries in finding a solution.
solve;--;doc3.txt;--;We know that government can't solve all our problems - and we don't want it to.
solve;--;doc5.txt;--;Our troops can help suppress the violence, but they cannot solve its root causes.
solve;--;doc2.txt;--;Ours is a promise that says government cannot solve all our problems, but what it should do is that which we cannot do for ourselves - protect us from harm and provide every child a decent education; keep our water clean and our toys safe; invest in new schools and new roads and new science and technology.
